gene_stable_id,name,chr,start,stop,biotype,FDR,log2FC,p,GFP1,GFP2,GFP3,WT1,WT2,WT3,effect,-log(p)
ENSG00000103876,FAH,15,80152489,80186946,protein_coding,0.425565,-0.215302,0.235125,20.9486,16.3443,18.1998,15.6821,12.6913,9.8944,not significant,1.4476379913609425
ENSG00000154188,ANGPT1,8,107249481,107498055,protein_coding,0.320958,-0.215266,0.157684,10.697,11.6355,11.0919,7.14033,7.04084,8.75745,not significant,1.8471622486258434
ENSG00000265808,SEC22B,1,120150897,120176515,protein_coding,0.115244,-0.215087,0.0421489,16.3074,15.0173,16.4896,12.206,11.519,9.23565,not significant,3.166546692146461
ENSG00000111906,HDDC2,6,125219961,125302078,protein_coding,0.142515,-0.214954,0.0547257,83.8728,85.3057,86.1182,62.7239,60.6811,52.4099,not significant,2.905421844426146
ENSG00000100219,XBP1,22,28794554,28800597,protein_coding,0.224661,-0.214933,0.0973184,38.3682,34.4904,37.4559,26.0655,28.2109,21.8405,not significant,2.329767201810266
ENSG00000143753,DEGS1,1,224175755,224193441,protein_coding,0.125028,-0.214567,0.0464886,45.227,48.494,49.7508,33.0541,35.0343,30.726,not significant,3.0685481577360907
ENSG00000141569,TRIM65,17,75880334,75896951,protein_coding,0.611375,-0.214548,0.408984,4.55671,3.70898,4.91469,2.97024,3.41133,2.71309,not significant,0.8940792435089358
ENSG00000244462,RBM12,20,35648924,35664956,protein_coding,0.137174,-0.214484,0.0521004,14.2502,16.2098,16.0262,10.2276,11.3917,10.3871,not significant,2.9545826527091017
ENSG00000154146,NRGN,11,124739941,124747210,protein_coding,0.531806,-0.214289,0.327209,16.752,20.1188,21.1356,13.9225,15.0886,10.9717,not significant,1.1171561685193616
ENSG00000107833,NPM3,10,101781324,101783413,protein_coding,0.270883,-0.214228,0.125724,66.3244,71.8112,66.1591,45.0263,46.509,49.0275,not significant,2.073666250823309
ENSG00000241852,C8orf58,8,22599598,22604150,protein_coding,0.767317,-0.214187,0.599771,2.0758,3.11929,2.10521,2.02963,1.35977,1.61623,not significant,0.5112073632859172
ENSG00000269993,KC877982.1,X,151182385,151182855,lincRNA,0.925064,-0.214083,0.847188,2.16172,2.7916,0.574186,0.52841,1.66892,1.63363,not significant,0.16583264910120402
ENSG00000196792,STRN3,14,30893798,31026401,protein_coding,0.123684,-0.213862,0.0458675,24.6632,25.3597,27.7451,17.4193,18.1,18.0096,not significant,3.0819984737113995
ENSG00000180667,YOD1,1,207043848,207052980,protein_coding,0.601111,-0.213706,0.397874,2.8045,2.41445,2.44168,1.63766,1.92459,1.7269,not significant,0.9216199067352221
ENSG00000108433,GOSR2,17,46923074,46975524,protein_coding,0.494054,-0.213642,0.292494,2.71399,2.6356,3.2007,1.91061,2.12322,1.85956,not significant,1.2293111253411295
ENSG00000100124,ANKRD54,22,37830854,37849327,protein_coding,0.611069,-0.213632,0.408583,6.9665,5.58722,5.94079,4.66054,5.00093,3.14031,not significant,0.8950602029462816
ENSG00000156671,SAMD8,10,75099585,75182123,protein_coding,0.702383,-0.213588,0.511246,1.06858,1.98712,1.6273,0.975162,1.31997,0.933153,not significant,0.6709043956166131
ENSG00000177150,FAM210A,18,13663346,13726663,protein_coding,0.529223,-0.213583,0.324996,6.89132,6.39068,4.43918,3.55472,4.24509,4.4287,not significant,1.1239424044204476
ENSG00000112144,ICK,6,53001278,53061802,protein_coding,0.354236,-0.213555,0.181018,7.50766,10.3555,7.54543,6.03125,5.76482,5.68381,not significant,1.7091588051470752
ENSG00000101452,DHX35,20,38962298,39039723,protein_coding,0.685139,-0.213546,0.491698,3.78092,2.96862,3.29401,1.99629,2.25735,2.66678,not significant,0.7098905720933617
ENSG00000132963,POMP,13,28659103,28678959,protein_coding,0.00608422,-0.213451,0.00130917,308.208,300.102,302.724,215.228,210.852,201.667,down,6.6383619303569
ENSG00000143093,STRIP1,1,110031576,110074641,protein_coding,0.163743,-0.213295,0.06515,27.0752,27.8924,27.9538,18.6956,18.7379,19.6517,not significant,2.731062975411283
ENSG00000174106,LEMD3,12,65169582,65248355,protein_coding,0.368065,-0.21324,0.191309,8.821,10.7599,10.1059,5.97501,6.78275,7.65664,not significant,1.6538653571187982
ENSG00000158161,EYA3,1,27970343,28088637,protein_coding,0.29816,-0.213194,0.142128,10.6678,10.3375,9.79659,6.46857,6.63981,8.0826,not significant,1.951027218954792
ENSG00000180185,FAHD1,16,1826940,1840207,protein_coding,0.415269,-0.213104,0.22683,11.9521,12.3477,11.8106,9.31629,8.68965,6.90579,not significant,1.4835544407438488
ENSG00000172315,TP53RK,20,46684364,46689444,protein_coding,0.343373,-0.213093,0.173462,13.8764,14.4181,15.0821,10.5267,9.52271,9.80348,not significant,1.7517967237565546
ENSG00000243335,KCTD7,7,66628766,66649067,protein_coding,0.484748,-0.213075,0.28462,3.82766,3.46874,4.56617,2.75765,2.48849,2.90951,not significant,1.2566003217266233
ENSG00000168924,LETM1,4,1811478,1856156,protein_coding,0.261274,-0.212972,0.119691,10.9716,11.5302,11.4559,7.90697,8.47044,7.05239,not significant,2.1228418572148913
ENSG00000140987,ZSCAN32,16,3382080,3401065,protein_coding,0.686842,-0.212949,0.494531,2.05716,3.12885,2.85349,1.73204,1.52937,2.24555,not significant,0.7041454402988404
ENSG00000103769,RAB11A,15,65726053,65891989,protein_coding,0.0975631,-0.212889,0.0341177,25.6896,26.54,24.4353,17.1261,18.2915,17.4443,not significant,3.3779389677749543
ENSG00000148688,RPP30,10,90871715,90908553,protein_coding,0.555089,-0.212778,0.35011,6.64645,8.90784,8.1113,5.88389,6.19451,4.25352,not significant,1.0495078881618016
ENSG00000174780,SRP72,4,56467335,56503681,protein_coding,0.00563389,-0.212692,0.00119973,97.707,97.8562,98.3529,67.0371,69.5926,66.0148,down,6.72565874750448
ENSG00000172977,KAT5,11,65711995,65719604,protein_coding,0.435924,-0.212626,0.24316,11.3957,13.0378,13.8086,8.10346,8.82211,9.39473,not significant,1.4140356161016154
ENSG00000143013,LMO4,1,87328879,87348923,protein_coding,0.00904697,-0.21262,0.00207045,76.2501,79.5909,81.3278,51.5066,58.6513,53.4277,down,6.179989304026577
ENSG00000172058,SERF1A,5,70900664,70918530,protein_coding,0.208173,-0.212601,0.0882671,23.3538,25.2876,24.7272,17.3415,18.5049,14.7981,not significant,2.4273878342338855
ENSG00000165704,HPRT1,X,134460164,134520513,protein_coding,0.246618,-0.212585,0.110168,48.6155,53.0464,48.5568,34.5379,39.735,29.538,not significant,2.2057488055573122
ENSG00000167110,GOLGA2,9,128255828,128275995,protein_coding,0.333535,-0.212566,0.166025,11.092,11.8623,13.2062,8.06588,7.5163,9.26691,not significant,1.7956168995553596
ENSG00000153561,RMND5A,2,86720290,86778041,protein_coding,0.255907,-0.212487,0.116069,9.94154,10.5677,10.0387,6.62756,7.31575,7.11966,not significant,2.1535704371293716
ENSG00000169604,ANTXR1,2,69013177,69249327,protein_coding,0.217634,-0.212446,0.0933877,9.98338,12.6138,13.1201,8.26482,8.62953,7.711,not significant,2.3709956340682687
ENSG00000152601,MBNL1,3,152243827,152465780,protein_coding,0.141838,-0.212394,0.0543918,17.589,16.9908,17.3266,10.5624,12.0467,13.1526,not significant,2.911541871776064
ENSG00000117519,CNN3,1,94896948,94927223,protein_coding,0.105892,-0.212318,0.0379351,127.223,159.304,135.995,81.0837,103.534,106.267,not significant,3.271878474107528
ENSG00000115020,PIKFYVE,2,208266254,208358746,protein_coding,0.494054,-0.212216,0.292532,2.39945,2.47887,2.93558,1.80103,1.74642,1.8316,not significant,1.2291812165847547
ENSG00000165152,TMEM246,9,101473169,101533537,protein_coding,0.559309,-0.212132,0.354456,3.74999,3.82508,3.68162,2.69192,2.78517,2.29581,not significant,1.0371710591900183
ENSG00000077514,POLD3,11,74493850,74669117,protein_coding,0.547839,-0.212077,0.342515,4.60571,4.86755,5.23086,3.15747,2.8882,4.054,not significant,1.0714398266184193
ENSG00000160055,TMEM234,1,32214471,32222359,protein_coding,0.862305,-0.212073,0.735966,1.44013,2.78962,1.53008,1.4081,1.66774,0.906928,not significant,0.3065713569724867
ENSG00000171262,FAM98B,15,38454126,38487710,protein_coding,0.259468,-0.211953,0.118485,8.74409,10.3468,9.986,6.81708,6.89941,6.32657,not significant,2.132968908697645
ENSG00000139800,ZIC5,13,99962963,99971909,protein_coding,0.779138,-0.211752,0.614147,1.14983,1.81012,1.1053,1.17779,0.78907,0.827555,not significant,0.4875209658090946
ENSG00000196422,PPP1R26,9,135479078,135488893,protein_coding,0.796276,-0.211737,0.637759,1.24723,0.79293,1.01933,0.938065,0.592553,0.580023,not significant,0.44979480994689436
ENSG00000115109,EPB41L5,2,120013076,120179119,protein_coding,0.732265,-0.21166,0.54848,1.00558,1.10379,1.00161,0.614506,0.873379,0.664931,not significant,0.6006044630127768
ENSG00000144848,ATG3,3,112532508,112562046,protein_coding,0.103411,-0.211611,0.0367179,38.4117,41.354,40.4673,26.3297,30.4667,26.2372,not significant,3.3044909044077153
ENSG00000140105,WARS,14,100333789,100376805,protein_coding,0.295195,-0.21149,0.140274,12.2028,13.1364,10.9494,8.72293,9.18343,7.18106,not significant,1.9641576262245484
ENSG00000086015,MAST2,1,45786986,46036122,protein_coding,0.364368,-0.211481,0.188457,7.29434,7.44917,6.77007,5.2466,5.22151,4.39301,not significant,1.6688854148275212
ENSG00000104177,MYEF2,15,48134631,48178353,protein_coding,0.640023,-0.211418,0.438623,1.21699,1.32462,1.59316,0.87119,0.76059,1.20435,not significant,0.8241150047927727
ENSG00000172403,SYNPO2,4,118850687,119061247,protein_coding,0.376746,-0.21113,0.197696,2.263,2.27073,2.10035,1.43696,1.47266,1.6643,not significant,1.6210247816860204
ENSG00000111196,MAGOHB,12,10604192,10613609,protein_coding,0.364512,-0.21104,0.188651,14.5513,15.6038,16.9279,10.8058,11.1866,10.4861,not significant,1.6678565317642395
ENSG00000177370,TIMM22,17,997128,1003671,protein_coding,0.574174,-0.210889,0.370116,5.26843,6.34996,6.86967,4.44881,4.35499,3.94118,not significant,0.9939388089654456
ENSG00000066827,ZFAT,8,134477787,134713049,protein_coding,0.586518,-0.210584,0.382028,3.43112,3.39058,3.96243,2.33378,2.76411,2.35492,not significant,0.9622613746324412
ENSG00000156471,PTDSS1,8,96261714,96336995,protein_coding,0.154184,-0.210157,0.060539,24.9243,23.4177,28.6184,19.7646,17.9292,15.4738,not significant,2.804467493529613
ENSG00000143437,ARNT,1,150809712,150876708,protein_coding,0.378307,-0.210119,0.198713,8.6491,11.8959,9.30005,6.26613,7.29417,7.03494,not significant,1.6158937063002876
ENSG00000166747,AP1G1,16,71728999,71809201,protein_coding,0.194084,-0.209911,0.0808049,9.43589,9.32175,9.77463,6.40055,6.7081,6.59596,not significant,2.5157176717294774
ENSG00000091640,SPAG7,17,4959225,4967817,protein_coding,0.16068,-0.209692,0.0637313,52.74,52.4271,52.6468,34.6811,35.8282,38.417,not significant,2.753079471307572
ENSG00000136231,IGF2BP3,7,23310208,23470491,protein_coding,0.398189,-0.209659,0.21364,10.8756,9.88489,10.7972,5.81078,8.68692,7.36547,not significant,1.5434629235105675
ENSG00000147202,DIAPH2,X,96684662,97604997,protein_coding,0.614775,-0.209319,0.412321,1.70221,1.62117,1.86505,1.01422,1.31416,1.25958,not significant,0.8859531067802859
ENSG00000142684,ZNF593,1,26169907,26170873,protein_coding,0.376837,-0.20931,0.197768,60.7246,55.2065,64.8862,44.1064,45.0061,36.0127,not significant,1.620660652456581
ENSG00000230667,SETSIP,1,92074532,92075441,protein_coding,0.855656,-0.209234,0.72593,3.91203,2.8868,3.85949,1.63929,1.4382,4.22335,not significant,0.3203016875387082
ENSG00000164597,COG5,7,107201554,107564514,protein_coding,0.508819,-0.209031,0.305404,3.5738,3.38725,3.30934,2.37229,2.76753,1.9822,not significant,1.1861197887064292
ENSG00000082153,BZW1,2,200810593,200827338,protein_coding,0.0257893,-0.209001,0.00698079,32.684,33.5215,34.4023,22.902,23.6935,22.9201,down,4.964593188096528
ENSG00000128272,ATF4,22,39519694,39522685,protein_coding,0.0432686,-0.208983,0.0128735,145.895,132.875,145.99,107.481,102.755,83.8865,down,4.352584344073924
ENSG00000172037,LAMB2,3,49121113,49133118,protein_coding,0.518775,-0.208808,0.313983,4.63025,5.10242,4.02927,2.93194,3.76762,2.84372,not significant,1.1584164346669017
ENSG00000168234,TTC39C,18,23992772,24135610,protein_coding,0.527966,-0.208797,0.323602,4.14263,3.99444,3.60494,3.08609,2.39614,2.62375,not significant,1.1282409133471838
ENSG00000101004,NINL,20,25452696,25585531,protein_coding,0.429266,-0.208775,0.237872,6.66686,7.203,7.29956,4.42865,5.39587,4.82026,not significant,1.436022565111142
ENSG00000123144,TRIR,19,12730639,12734684,protein_coding,0.314369,-0.208772,0.153048,86.1122,74.0361,68.4647,50.0096,49.3777,58.5244,not significant,1.8770036813010569
ENSG00000131236,CAP1,1,40040232,40072649,protein_coding,0.0209873,-0.208757,0.00548451,88.6143,86.9702,83.5981,60.8744,61.1786,57.1909,down,5.205827523794281
ENSG00000140391,TSPAN3,15,77041403,77083984,protein_coding,0.0202588,-0.208756,0.00526892,41.7248,42.7484,42.3698,28.9526,31.6686,27.1628,down,5.245929871016961
ENSG00000119844,AFTPH,2,64524304,64593005,protein_coding,0.331935,-0.208719,0.164968,11.148,13.4259,12.9568,8.25032,9.51009,8.19191,not significant,1.8020037632841719
ENSG00000046604,DSG2,18,31498176,31549008,protein_coding,0.313393,-0.20871,0.152347,8.59816,9.6194,9.53627,5.7003,7.29647,6.21243,not significant,1.881594465244135
ENSG00000267228,AC012254.2,18,47108187,47176345,protein_coding,0.472203,-0.208656,0.273226,14.9329,19.3943,18.8877,11.2635,13.3221,12.1806,not significant,1.2974559874389076
ENSG00000134049,IER3IP1,18,47152833,47176364,protein_coding,0.127088,-0.208637,0.047427,28.0225,31.7397,27.1589,19.42,21.8041,18.9246,not significant,3.0485635921999767
ENSG00000085365,SCAMP1,5,78360610,78480739,protein_coding,0.283012,-0.208324,0.132854,9.40892,9.76021,9.13625,7.23907,6.58919,5.75048,not significant,2.018504498083933
ENSG00000136816,TOR1B,9,129803156,129811281,protein_coding,0.563671,-0.208272,0.35937,7.05046,8.81729,7.98367,6.44012,5.06121,4.95419,not significant,1.0234027805707877
ENSG00000178386,AC092072.1,19,44051366,44067999,protein_coding,0.793115,-0.208154,0.632685,2.36924,1.93774,1.9928,1.35132,1.62589,1.39257,not significant,0.45778261102878026
ENSG00000181264,TMEM136,11,120325128,120333682,protein_coding,0.728812,-0.208096,0.543597,2.44616,2.05697,1.69234,1.39055,1.28829,1.60497,not significant,0.6095471154841737
ENSG00000111450,STX2,12,130789599,130839266,protein_coding,0.37591,-0.208074,0.197158,14.2541,13.2078,11.7877,8.3335,9.83231,9.03213,not significant,1.6237498412418565
ENSG00000198431,TXNRD1,12,104215778,104350307,protein_coding,0.19836,-0.207944,0.0830551,16.553,17.7889,15.6665,12.1386,12.4856,10.0169,not significant,2.48825103601839
ENSG00000141664,ZCCHC2,18,62523006,62587709,protein_coding,0.463855,-0.207832,0.265906,4.25007,4.67633,4.80923,3.142,2.77434,3.55127,not significant,1.3246124161137331
ENSG00000118454,ANKRD13C,1,70258998,70354734,protein_coding,0.245667,-0.207822,0.109502,12.3193,12.1718,11.7085,8.49743,8.89992,7.67354,not significant,2.211812465052199
ENSG00000160746,ANO10,3,43354858,43691594,protein_coding,0.659529,-0.207732,0.459287,3.41401,3.14225,4.0889,2.91323,1.91689,2.50181,not significant,0.7780799919917328
ENSG00000174231,PRPF8,17,1650628,1684867,protein_coding,0.193632,-0.207353,0.0805152,11.0746,12.7748,13.8236,8.60283,9.02203,8.4205,not significant,2.519309292506072
ENSG00000100632,ERH,14,69380127,69398299,protein_coding,0.0157016,-0.207255,0.00391821,279.194,296.077,296.633,206.998,206.031,190.263,down,5.542120362121266
ENSG00000131725,WDR44,X,118346072,118449961,protein_coding,0.692112,-0.206944,0.500599,2.96195,2.62285,2.37627,1.95041,1.99116,1.58361,not significant,0.6919498975893349
ENSG00000169203,NPIPB12,16,29483641,29505999,protein_coding,0.72588,-0.206919,0.539041,2.9334,3.65214,2.15766,1.76502,2.09047,2.19784,not significant,0.617963644175719
ENSG00000144741,SLC25A26,3,66133609,66388116,protein_coding,0.753681,-0.206834,0.582529,2.99344,2.45583,2.80625,2.49644,2.08446,1.15326,not significant,0.5403763093738084
ENSG00000100335,MIEF1,22,39499431,39518132,protein_coding,0.232733,-0.206784,0.102045,11.8646,13.0773,11.9843,8.98645,8.29976,8.25054,not significant,2.2823413865170035
ENSG00000042088,TDP1,14,89954938,90044768,protein_coding,0.352661,-0.206596,0.179819,10.2738,9.99281,9.98649,7.15991,7.5379,6.27724,not significant,1.7158044895576454
ENSG00000090060,PAPOLA,14,96501432,96567111,protein_coding,0.0198431,-0.20635,0.00513093,39.69,41.0038,42.8173,27.9703,29.133,28.3803,down,5.272468349680172
ENSG00000197077,KIAA1671,22,24952729,25197448,protein_coding,0.227333,-0.206323,0.0989037,6.66745,6.27196,7.37813,4.76961,5.08719,4.22838,not significant,2.3136086295264695
ENSG00000094880,CDC23,5,138187649,138213343,protein_coding,0.319847,-0.2063,0.15672,15.8544,16.0366,15.3646,9.40485,11.0622,12.2319,not significant,1.8532945053458518
ENSG00000102054,RBBP7,X,16839282,16870414,protein_coding,0.0815952,-0.206201,0.0274655,54.7634,60.4446,52.465,35.6206,42.5602,38.0444,not significant,3.594824607365095
ENSG00000011295,TTC19,17,15999783,16045015,protein_coding,0.32111,-0.20619,0.157823,14.9527,13.783,14.791,9.13757,11.8757,9.22172,not significant,1.8462811270723247
ENSG00000143337,TOR1AIP1,1,179882041,179925000,protein_coding,0.257813,-0.205845,0.117368,7.42023,9.32098,8.12261,5.66125,6.42304,5.15439,not significant,2.142440981144794
ENSG00000129911,KLF16,19,1852398,1863579,protein_coding,0.697427,-0.205648,0.506498,5.65211,3.71586,3.82146,3.93546,3.17353,2.07095,not significant,0.6802349039685197
ENSG00000156170,NDUFAF6,8,94895766,95116455,protein_coding,0.538436,-0.205314,0.333473,9.04133,8.38036,7.18211,5.205,6.17563,5.70448,not significant,1.0981933764240974
ENSG00000164823,OSGIN2,8,89901848,89927888,protein_coding,0.493173,-0.20502,0.291752,5.72937,7.32832,6.08724,4.69496,4.4373,4.12355,not significant,1.2318511526547353
ENSG00000047230,CTPS2,X,16587998,16712936,protein_coding,0.676329,-0.205003,0.480761,2.18476,2.64962,2.11938,1.57891,1.71115,1.5314,not significant,0.7323850138597755
ENSG00000198835,GJC2,1,228149929,228159826,protein_coding,0.794364,-0.204901,0.634358,3.1677,2.66652,2.61765,1.72069,3.01921,1.18215,not significant,0.4551418151406152
ENSG00000085644,ZNF213,16,3129776,3142805,protein_coding,0.775638,-0.204786,0.609503,1.55539,1.60688,1.93994,1.12407,1.25302,1.15839,not significant,0.4951114080056559
ENSG00000145431,PDGFC,4,156760453,156971799,protein_coding,0.276098,-0.204743,0.128831,13.2281,14.757,16.0621,9.83629,10.3556,10.3046,not significant,2.0492538110416323
ENSG00000103502,CDIPT,16,29858356,29863414,protein_coding,0.364368,-0.204709,0.188401,26.3145,22.3475,20.6132,17.2255,16.8723,14.0439,not significant,1.6691826089983346
ENSG00000138614,INTS14,15,65578752,65611289,protein_coding,0.652534,-0.204646,0.45181,5.3083,5.11841,4.4179,3.54666,3.64283,3.12007,not significant,0.7944935415057083
ENSG00000103264,FBXO31,16,87326986,87392142,protein_coding,0.641116,-0.204632,0.439778,3.2194,2.98484,1.97336,1.9371,1.86942,1.87148,not significant,0.8214852248502631
ENSG00000129473,BCL2L2,14,23298789,23311759,protein_coding,0.493173,-0.204621,0.29166,6.60927,9.3964,7.66633,4.74295,6.42893,5.25434,not significant,1.232166538696718
ENSG00000213079,SCAF8,6,154733324,154834244,protein_coding,0.35491,-0.204386,0.181451,9.52987,10.9338,9.97248,5.85296,8.03519,7.23798,not significant,1.7067696341781449
ENSG00000198056,PRIM1,12,56731579,56752373,protein_coding,0.510496,-0.204006,0.306813,18.2442,19.5801,18.8192,12.9892,14.9512,11.4225,not significant,1.1815168375053853
ENSG00000122257,RBBP6,16,24537692,24572863,protein_coding,0.0742792,-0.20387,0.0244728,24.7759,24.3466,24.726,16.1073,17.0249,18.0482,not significant,3.7101929822461486
ENSG00000111897,SERINC1,6,122443350,122471807,protein_coding,0.114596,-0.203832,0.0418746,45.2734,51.7263,47.7558,33.617,37.9855,28.9923,not significant,3.1730758411213356
ENSG00000066583,ISOC1,5,129094748,129114028,protein_coding,0.290381,-0.203805,0.137188,31.3906,35.9429,38.215,21.7405,25.9848,25.4354,not significant,1.9864030310723635
ENSG00000101391,CDK5RAP1,20,33358838,33401561,protein_coding,0.504666,-0.203592,0.301623,12.4419,14.1876,12.0967,9.41078,9.30348,8.16059,not significant,1.1985773858090285
ENSG00000285854,AC010197.2,12,21536202,21657798,protein_coding,0.0385935,-0.203567,0.0112552,70.3345,79.7865,72.3205,46.7136,58.965,48.8843,down,4.486925034901271
ENSG00000135535,CD164,6,109366513,109382467,protein_coding,0.0866977,-0.203467,0.0295803,44.388,48.7586,45.5857,32.2645,33.0042,30.97,not significant,3.5206466797630833
ENSG00000172273,HINFP,11,119121586,119136044,protein_coding,0.760946,-0.203463,0.591033,1.92426,1.65663,1.9763,1.56788,1.2545,1.03408,not significant,0.5258834255714457
ENSG00000144815,NXPE3,3,101779201,101828231,protein_coding,0.360043,-0.203451,0.185083,4.77226,4.98563,5.66853,3.53891,3.61534,3.5389,not significant,1.6869509058678764
ENSG00000008018,PSMB1,6,170535119,170553307,protein_coding,0.0160292,-0.203415,0.00401149,580.129,516.574,558.514,394.689,395.571,359.343,down,5.518592535606775
ENSG00000115966,ATF2,2,175072249,175168382,protein_coding,0.451203,-0.203158,0.255404,7.38072,7.08039,6.83351,4.8454,4.88413,5.04646,not significant,1.3649086737992153
ENSG00000068650,ATP11A,13,112690328,112887168,protein_coding,0.557291,-0.203067,0.352399,2.37197,2.11159,2.70779,1.48035,2.02605,1.50012,not significant,1.0429912226085882
ENSG00000120008,WDR11,10,120851304,120909524,protein_coding,0.495893,-0.203041,0.294173,5.48284,6.84207,6.80581,4.40549,4.35866,4.48529,not significant,1.223587249329514
ENSG00000101608,MYL12A,18,3247480,3256236,protein_coding,0.0707101,-0.202986,0.0231118,96.4583,103.174,101.578,64.8662,75.7485,68.5643,not significant,3.7674119693689714
ENSG00000156639,ZFAND3,6,37819726,38154624,protein_coding,0.497097,-0.202846,0.29505,9.60965,10.8014,9.71981,5.78788,9.10059,6.11951,not significant,1.2206104454789592
ENSG00000114745,GORASP1,3,39096658,39108363,protein_coding,0.534984,-0.202714,0.330425,6.58405,6.00176,6.17232,4.16551,4.78409,4.09756,not significant,1.1073755743382665
ENSG00000107186,MPDZ,9,13105703,13279590,protein_coding,0.570564,-0.202529,0.367042,2.87501,3.03692,2.71137,1.674,1.96189,2.34355,not significant,1.0022789960585925
ENSG00000168496,FEN1,11,61792910,61797238,protein_coding,0.0636445,-0.202413,0.0204108,90.2528,90.1363,94.2941,67.9072,66.4961,56.4734,not significant,3.8916911064562276
ENSG00000166821,PEX11A,15,89677763,89690783,protein_coding,0.810326,-0.202368,0.656971,1.71218,1.68042,1.81913,0.753345,1.58623,1.29391,not significant,0.4201154015021678
ENSG00000140948,ZCCHC14,16,87406245,87492045,protein_coding,0.628931,-0.20234,0.426739,2.22067,2.80399,2.17212,1.37859,1.99563,1.63378,not significant,0.8515826938553823
ENSG00000172869,DMXL1,5,119037771,119249138,protein_coding,0.616464,-0.202332,0.414245,1.4175,1.92932,1.48213,1.07798,1.0654,1.20157,not significant,0.8812976927543429
ENSG00000124786,SLC35B3,6,8411462,8435611,protein_coding,0.540247,-0.202172,0.335014,10.1684,11.2553,10.8035,6.39143,7.15608,8.78209,not significant,1.093582956985516
ENSG00000267216,AC020915.1,19,58278965,58315197,protein_coding,0.499618,-0.202084,0.297298,6.97049,7.07707,7.02281,4.75907,4.45361,5.38875,not significant,1.2130202762122837
ENSG00000172789,HOXC5,12,54032852,54035358,protein_coding,0.874912,-0.20199,0.756356,1.26649,1.01766,1.79413,1.10073,0.724277,0.992546,not significant,0.2792431141700659
ENSG00000124532,MRS2,6,24402907,24426194,protein_coding,0.258169,-0.201834,0.117609,15.3992,16.4373,16.1196,10.1119,11.9911,11.2222,not significant,2.1403897158336833
ENSG00000086289,EPDR1,7,37683842,37951936,protein_coding,0.181983,-0.201723,0.0745648,35.0852,42.1933,38.8299,24.7459,30.0966,25.8697,not significant,2.596086732994552
ENSG00000135678,CPM,12,68842196,68971570,protein_coding,0.769647,-0.201632,0.601872,1.24493,1.097,0.778053,0.751825,0.640751,0.774778,not significant,0.5077104808658454
ENSG00000163159,VPS72,1,151169986,151195321,protein_coding,0.212748,-0.20141,0.0907478,56.0107,53.4913,55.0115,35.6609,41.9013,36.9137,not significant,2.3996710485552715
ENSG00000169299,PGM2,4,37826659,37862937,protein_coding,0.180147,-0.201383,0.0736341,27.3968,29.622,28.7891,19.8154,19.6252,20.1178,not significant,2.6086470453272703
ENSG00000152455,SUV39H2,10,14878819,14904315,protein_coding,0.718256,-0.201109,0.53004,2.29801,3.7095,3.05194,2.03625,2.06983,2.17078,not significant,0.6348028035857017
ENSG00000175611,LINC00476,9,95759230,95875977,lincRNA,0.710453,-0.200763,0.520143,2.44041,2.00667,2.01078,1.4122,1.84563,1.25458,not significant,0.6536515052122331
ENSG00000161956,SENP3,17,7561918,7571969,protein_coding,0.704985,-0.20071,0.51374,3.85901,4.80455,5.99239,3.57969,2.5464,3.98808,not significant,0.6660379780813275
ENSG00000092978,GPATCH2,1,217426991,217631090,protein_coding,0.541456,-0.200708,0.336164,2.8409,3.76873,3.73863,2.27267,2.2265,2.66735,not significant,1.0901561428605717
ENSG00000001461,NIPAL3,1,24415801,24472976,protein_coding,0.28986,-0.200636,0.136828,7.31536,8.13651,7.02013,5.10492,5.34405,5.17161,not significant,1.989030616374872
ENSG00000203995,ZYG11A,1,52842510,52894998,protein_coding,0.73311,-0.200494,0.549833,1.62336,2.01252,2.47216,1.53435,1.39254,1.30857,not significant,0.5981406832261108
ENSG00000139291,TMEM19,12,71686086,71705046,protein_coding,0.134559,-0.200419,0.0508898,19.379,22.973,20.4647,15.4646,15.0318,13.1755,not significant,2.978092768434314
ENSG00000041982,TNC,9,115019574,115118257,protein_coding,0.224912,-0.200414,0.0974679,10.1579,11.5866,9.37307,6.99317,7.10453,7.51513,not significant,2.3282321859559145
ENSG00000128595,CALU,7,128739291,128773400,protein_coding,0.0214605,-0.200399,0.00563065,65.2428,64.3819,65.1052,44.9557,43.7422,46.53,down,5.179530390563986
ENSG00000162961,DPY30,2,31867808,32039805,protein_coding,0.176785,-0.200247,0.0719593,122.706,125.817,121.897,87.5833,95.3649,75.1114,not significant,2.6316545975735774
ENSG00000067596,DHX8,17,43483864,43610338,protein_coding,0.559255,-0.200071,0.354312,3.98936,3.83291,3.22129,2.53541,2.83352,2.33143,not significant,1.0375773980822405
ENSG00000083093,PALB2,16,23603159,23641310,protein_coding,0.661898,-0.19996,0.461842,3.3588,3.35621,2.74957,1.88432,2.43723,2.27473,not significant,0.7725324377347649
ENSG00000105011,ASF1B,19,14119511,14136613,protein_coding,0.286193,-0.19992,0.134666,35.1978,35.4132,32.2334,25.2976,25.0108,21.3059,not significant,2.0049576401964
ENSG00000163930,BAP1,3,52401007,52410008,protein_coding,0.548237,-0.199763,0.342922,8.49185,7.64095,6.0391,5.89244,5.21659,4.34724,not significant,1.0702522629245046
