gene_stable_id,name,chr,start,stop,biotype,FDR,log2FC,p,GFP1 TPM,GFP2 TPM,GFP3 TPM,WT1 TPM,WT2 TPM,WT3 TPM
ENSG00000137692,DCUN1D5,11,103050685,103092194,protein_coding,0.00193658,-0.67337,0.000365055,2.77915,3.22229,2.65534,1.44664,1.56417,1.32964
ENSG00000187240,DYNC2H1,11,103109409,103479863,protein_coding,0.0113165,0.687412,0.002678,1.27541,0.988224,1.07277,1.28169,1.38582,1.62425
ENSG00000170962,PDGFD,11,103907188,104164379,protein_coding,0.154987,-0.591086,0.0609255,2.50249,3.26243,3.16523,1.22341,2.024,1.50091
ENSG00000196954,CASP4,11,104942865,104969366,protein_coding,0.215789,-0.286145,0.0924123,21.6107,24.37,24.5775,14.7315,15.9792,15.488
ENSG00000255501,CARD18,11,105137720,105531697,protein_coding,2.46015e-05,6.27098,2.95682e-06,0.0,0.0,0.0,1.00854,2.25629,1.29916
ENSG00000152578,GRIA4,11,105609993,105982092,protein_coding,0.0050632,-1.02323,0.00106561,1.72589,1.81088,1.28931,0.500977,0.721739,0.679306
ENSG00000170903,MSANTD4,11,105995622,106022403,protein_coding,0.946877,-0.0286814,0.886848,5.3587,6.08969,6.26275,4.71556,5.14838,4.01961
ENSG00000182359,KBTBD3,11,106051097,106077459,protein_coding,0.674687,-0.35644,0.478707,0.776257,0.916517,1.1782,0.542137,0.513682,0.726295
ENSG00000149313,AASDHPPT,11,106075500,106098699,protein_coding,0.258608,0.199861,0.117962,19.8632,23.1538,21.7575,20.2807,20.4467,18.6859
ENSG00000274584,AP001282.2,11,106824024,106824954,unprocessed_pseudogene,0.903614,0.192175,0.809403,3.28805,2.54767,8.73358,4.82238,3.38465,4.96961
ENSG00000261098,AP000766.1,11,107312131,107316271,lincRNA,0.810054,0.289549,0.656248,0.736238,0.507073,0.325927,0.719863,0.315778,0.494561
ENSG00000152404,CWF19L2,11,107326344,107457844,protein_coding,4.12527e-08,-0.916368,3.02725e-09,18.9843,18.8923,21.0757,7.8794,7.89656,9.13496
ENSG00000137760,ALKBH8,11,107502725,107565746,protein_coding,0.0287868,-0.92572,0.00792032,2.48027,2.4459,2.33574,1.0472,1.10249,0.90878
ENSG00000110675,ELMOD1,11,107591090,107666779,protein_coding,0.299259,-0.810758,0.142812,1.21843,1.25876,1.46714,0.555954,0.66892,0.572928
ENSG00000110660,SLC35F2,11,107790990,107928293,protein_coding,3.61929e-08,-1.2028,2.63225e-09,11.6576,11.8891,10.5597,4.09172,4.5385,3.23778
ENSG00000240652,AP001024.1,11,107908419,107908764,processed_pseudogene,5.37397e-05,0.619595,6.91622e-06,122.952,131.585,136.107,151.171,175.067,153.561
ENSG00000166266,CUL5,11,108008897,108107761,protein_coding,0.81119,0.054123,0.658521,12.8421,13.9476,14.1253,9.73932,12.1601,12.0274
ENSG00000075239,ACAT1,11,108121515,108147776,protein_coding,0.515373,0.14384,0.310938,19.6334,21.5567,18.4277,15.2369,20.754,16.7666
ENSG00000149308,NPAT,11,108157214,108222638,protein_coding,0.985878,0.00695404,0.971809,5.30034,5.26189,4.39954,3.27952,3.96416,4.75654
ENSG00000149311,ATM,11,108222483,108369102,protein_coding,0.609571,0.164006,0.406552,1.21917,1.36672,1.46068,1.07792,1.14818,1.38527
ENSG00000178202,KDELC2,11,108472111,108498384,protein_coding,0.399249,-0.297823,0.214443,3.42798,5.71202,5.16943,2.97331,3.35794,2.95267
ENSG00000110723,EXPH5,11,108505434,108593768,protein_coding,0.014077,-0.830231,0.00344462,1.5086,1.36672,1.89874,0.839643,0.621168,0.678191
ENSG00000178105,DDX10,11,108665068,108940927,protein_coding,6.56083e-13,-1.06632,2.77448e-14,12.5602,11.7418,11.4228,4.07136,4.46196,5.08981
ENSG00000264997,RF00157,11,109263493,109263564,snoRNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137710,RDX,11,109864294,110296722,protein_coding,0.816196,-0.0287399,0.665203,68.5703,70.1602,70.1437,54.4968,54.1982,54.7515
ENSG00000149289,ZC3H12C,11,110093391,110171841,protein_coding,0.929844,0.0624363,0.857381,0.838983,0.704239,0.947099,0.640877,0.86363,0.58119
ENSG00000137714,FDX1,11,110429947,110464884,protein_coding,0.395936,0.143083,0.211835,33.1237,29.5462,31.9309,25.2776,28.109,30.0382
ENSG00000255149,AP002963.1,11,110876993,110877177,processed_pseudogene,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214290,COLCA2,11,111298554,111308735,protein_coding,0.180039,1.34814,0.0735785,0.61681,0.382336,0.524269,0.603091,1.39684,1.11871
ENSG00000110777,POU2AF1,11,111352254,111455630,protein_coding,6.24589e-06,6.26384,6.67275e-07,0.0,0.0863191,0.0,2.04237,2.2362,1.43122
ENSG00000286028,AP002008.4,11,111510599,111513888,antisense,0.000622909,5.53693,0.000103166,0.0,0.0,0.0,1.30255,1.82842,1.56604
ENSG00000204381,LAYN,11,111540279,111561745,protein_coding,0.603867,0.700802,0.40076,0.249022,0.34302,0.44096,0.486966,0.341783,0.501834
ENSG00000170145,SIK2,11,111602448,111730855,protein_coding,0.984032,-0.00784942,0.966961,2.95658,2.75446,3.1693,2.16812,2.58149,2.31411
ENSG00000137713,PPP2R1B,11,111726907,111766427,protein_coding,0.0709853,-0.318277,0.0232389,10.535,9.72683,11.2812,7.09695,6.40424,6.68674
ENSG00000086848,ALG9,11,111782194,111871581,protein_coding,5.61944e-11,1.08622,2.8877e-12,4.90146,4.47491,4.15802,7.83881,8.4482,6.73816
ENSG00000258529,AP001781.2,11,111786285,111879425,protein_coding,0.000794304,0.801534,0.000135452,6.309,5.62499,5.6012,8.53475,8.98532,6.96659
ENSG00000254949,GNG5P3,11,111864253,111864460,processed_pseudogene,,-0.675618,0.868493,0.0,1.26768,0.0,0.0,0.0,0.0
ENSG00000255561,FDXACB1,11,111874055,111881243,protein_coding,0.294187,-0.534452,0.139583,2.64992,2.65711,3.06385,1.29549,2.00571,1.33504
ENSG00000137720,C11orf1,11,111878934,111885975,protein_coding,0.887351,0.0971362,0.777872,1.80707,3.13638,2.30394,2.19093,1.78575,2.18499
ENSG00000176343,RPL37AP8,11,111889198,111889474,processed_pseudogene,0.658229,0.415783,0.45808,11.9639,11.4091,6.84447,15.2971,7.57867,9.27301
ENSG00000109846,CRYAB,11,111908618,111923722,protein_coding,1.35714e-16,10.3245,4.131120000000001e-18,0.0,0.0,0.0,13.2294,15.8975,10.8791
ENSG00000150764,DIXDC1,11,111927143,112022584,protein_coding,0.567803,0.179244,0.364225,3.08019,3.41662,3.54817,2.66296,2.90367,3.49567
ENSG00000150768,DLAT,11,112024813,112064390,protein_coding,6.34781e-07,-0.812592,5.60565e-08,13.7314,15.3632,14.3469,7.01939,6.09965,6.60219
ENSG00000150776,NKAPD1,11,112074085,112085150,protein_coding,0.059253,-0.332417,0.0186613,15.9235,15.052,16.8496,9.58112,10.0206,10.7181
ENSG00000150779,TIMM8B,11,112084799,112086798,protein_coding,0.492633,-0.104004,0.291001,166.863,170.152,153.976,124.479,121.189,119.25
ENSG00000204370,SDHD,11,112086823,112120013,protein_coding,0.000383768,-0.894749,6.04693e-05,11.793,17.2207,14.3367,4.76749,7.23695,6.62689
ENSG00000150783,TEX12,11,112167371,112172559,protein_coding,,-0.27241,0.898109,0.219915,0.0,0.467303,0.0,0.0,0.443178
ENSG00000150787,PTS,11,112226366,112269955,protein_coding,0.365507,0.173913,0.189429,73.9735,91.2136,70.4247,61.4401,78.33,72.6663
ENSG00000213234,ST13P10,11,112267289,112268371,processed_pseudogene,0.57844,0.939302,0.374024,0.469505,0.242523,0.997662,0.688594,0.724946,1.18269
ENSG00000250303,AP002884.1,11,112270748,112362534,lincRNA,0.112142,-0.394816,0.0407284,6.88408,6.48443,5.91579,3.95939,4.48105,3.31522
ENSG00000206772,RNU6-44P,11,112352555,112352662,snRNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000247416,AP000802.1,11,112959278,112963460,antisense,0.51707,0.476549,0.312524,2.3941,1.53112,1.21125,1.56057,2.11237,2.0677
ENSG00000149294,NCAM1,11,112961246,113278436,protein_coding,5.03219e-07,-0.521106,4.3549e-08,17.0784,16.5608,18.4167,9.99911,10.027,8.96481
ENSG00000255129,AP000880.1,11,113278436,113314437,antisense,0.797981,-0.347672,0.639927,1.32569,3.56089,1.97189,1.55545,0.545854,2.13725
ENSG00000149292,TTC12,11,113314528,113383544,protein_coding,0.17499,0.683751,0.0710567,1.35685,1.12141,1.87408,1.99001,2.02523,1.57225
ENSG00000270179,AP002840.2,11,113368477,113369117,sense_intronic,,-0.456664,0.785743,0.0,1.23005,0.843336,0.776102,0.0,0.399899
ENSG00000086827,ZW10,11,113733186,113773735,protein_coding,0.982315,0.00740709,0.96431,13.3499,12.7871,13.6202,11.6699,10.9209,9.3537
ENSG00000243353,RPS29P19,11,113751115,113751286,processed_pseudogene,0.89292,0.203621,0.787764,13.3685,6.13825,7.89087,10.1665,7.64514,7.48348
ENSG00000256603,AP003170.4,11,113770392,113771691,antisense,0.566093,0.920512,0.362498,3.03416,0.447799,0.460525,1.69524,3.56947,0.873499
ENSG00000256167,ATF4P4,11,113789230,113791366,transcribed_processed_pseudogene,0.0469291,-0.406574,0.0141606,23.6641,19.2876,21.3519,13.4873,13.3425,11.982
ENSG00000257101,LRRC37A13P,11,113791465,113791752,processed_pseudogene,0.96655,-0.0268485,0.928073,43.3662,33.8299,40.4331,31.1523,34.6189,26.7528
ENSG00000048028,USP28,11,113797873,113875570,protein_coding,0.0436564,-0.454939,0.0129975,6.11713,8.21551,6.94917,3.81869,4.50466,4.07751
ENSG00000109906,ZBTB16,11,114059592,114250676,protein_coding,0.985878,0.0114056,0.97171,3.59014,3.24536,3.33759,3.33477,2.30975,2.53222
ENSG00000166741,NNMT,11,114257786,114313285,protein_coding,2.88195e-06,-1.55935,2.88271e-07,7.50695,7.75544,7.21104,1.70931,2.54054,1.86511
ENSG00000180425,C11orf71,11,114391442,114400511,protein_coding,0.995864,0.0025269,0.992083,7.0332,6.90867,7.35,6.3131,4.74742,5.92496
ENSG00000076053,RBM7,11,114400029,114414203,protein_coding,0.807239,-0.127564,0.652251,1.78306,2.01587,2.82378,1.08552,2.25101,1.52544
ENSG00000255663,AP002373.1,11,114400681,114443932,protein_coding,0.997459,-0.00467527,0.995044,3.83268,1.43984,2.22113,1.3627,1.43464,3.15969
ENSG00000076043,REXO2,11,114439385,114450279,protein_coding,1.0954e-07,0.630192,8.57619e-09,57.7879,59.5057,61.598,79.0297,71.1493,70.7865
ENSG00000182985,CADM1,11,115169217,115504957,protein_coding,1.25513e-05,0.291544,1.41979e-06,61.0421,59.7331,60.4941,59.1996,59.5461,58.4535
ENSG00000255689,AP003174.1,11,115582296,115600339,lincRNA,,-0.726448,0.644852,0.675538,2.7916,0.717733,1.32103,0.695383,0.0
ENSG00000255599,AP000997.1,11,115628064,115629743,lincRNA,,0.292936,0.895285,0.530276,0.0,0.563398,0.0,0.545854,0.534311
ENSG00000244259,AP000797.2,11,115950195,115950801,processed_pseudogene,,-2.87879,0.20951,0.838291,1.29906,0.0,0.0,0.0,0.0
ENSG00000137656,BUD13,11,116748169,116772987,protein_coding,0.310581,-0.382828,0.150457,7.17455,8.96618,6.88501,4.07321,4.52648,5.48016
ENSG00000226645,AP006216.1,11,116773388,116774205,antisense,,-0.636707,0.815836,0.0,0.0,1.28815,0.0,0.0,0.610824
ENSG00000109917,ZPR1,11,116773798,116788039,protein_coding,0.000732879,-0.597465,0.000124066,8.7011,8.8286,8.29536,5.24127,4.39838,3.99226
ENSG00000160584,SIK3,11,116843401,117098437,protein_coding,0.0111852,-0.822011,0.00264107,2.56827,2.65329,2.14884,0.784735,1.18967,1.3586
ENSG00000234268,AP000936.3,11,117035796,117036051,processed_pseudogene,2.04387e-06,0.403353,1.99891e-07,1673.43,1538.44,1512.32,1818.33,1717.46,1464.35
ENSG00000168092,PAFAH1B2,11,117144283,117176894,protein_coding,0.0470851,-0.216225,0.0142186,28.0878,29.2263,28.3393,19.56,21.5079,17.9175
ENSG00000149577,SIDT2,11,117178732,117197445,protein_coding,2.9354000000000004e-19,2.47411,7.436489999999999e-21,0.976744,1.00908,1.45285,4.82285,5.22827,5.16693
ENSG00000149591,TAGLN,11,117199320,117204782,protein_coding,0.0026476,3.64885,0.000516486,0.17578,0.0,0.0933798,0.945287,1.17614,0.619912
ENSG00000160613,PCSK7,11,117204336,117232525,protein_coding,0.993921,-0.00440809,0.987219,2.2927,2.46939,2.7987,2.24171,2.10899,1.67117
ENSG00000167257,RNF214,11,117232624,117286454,protein_coding,0.380868,-0.251568,0.200781,7.61936,7.72444,8.77618,5.36113,5.27766,5.52481
ENSG00000186318,BACE1,11,117285206,117316259,protein_coding,4.26381e-39,1.42376,4.38216e-41,11.3611,12.6554,10.6338,23.4259,24.5035,26.2438
ENSG00000278768,BACE1-AS,11,117288452,117293571,processed_transcript,0.598924,-0.52461,0.395558,0.705562,0.504635,0.749632,0.477601,0.279342,0.328122
ENSG00000276505,AP000892.2,11,117297004,117297328,sense_intronic,,1.24794,0.759733,0.0,0.0,0.0,0.0,0.806987,0.0
ENSG00000110274,CEP164,11,117314556,117413266,protein_coding,1.84936e-12,1.39315,8.18386e-14,2.61487,2.60013,1.97947,4.60208,5.34973,5.17074
ENSG00000137731,FXYD2,11,117800843,117828698,protein_coding,0.0566263,3.20236,0.0176707,0.234753,0.242523,0.0,1.14766,0.966595,1.41923
ENSG00000255245,FXYD6-FXYD2,11,117820162,117876667,protein_coding,0.0214546,2.8171,0.00562769,0.649622,0.671126,0.0,1.90552,3.00918,2.61826
ENSG00000137726,FXYD6,11,117836975,117877486,protein_coding,0.0860958,-0.394624,0.0293355,15.1696,12.5738,15.5549,9.65816,9.98647,6.75384
ENSG00000149573,MPZL2,11,118253415,118264536,protein_coding,0.00239927,4.25198,0.000463173,0.0,0.164624,0.0,0.623219,0.738135,1.12393
ENSG00000110344,UBE4A,11,118359584,118399211,protein_coding,0.200795,0.23608,0.0843745,7.45475,8.22027,8.37181,7.28894,8.30991,7.04444
ENSG00000285827,AP001267.5,11,118401601,118482737,protein_coding,0.15475,0.220101,0.0608119,16.311,17.7871,17.1205,13.7524,15.614,18.1818
ENSG00000167283,ATP5MG,11,118401605,118431496,protein_coding,9.33775e-05,0.2483,1.27266e-05,445.062,449.093,458.639,416.466,442.389,424.685
ENSG00000118058,KMT2A,11,118436463,118526832,protein_coding,0.388825,0.161187,0.206401,5.56655,5.25671,5.39199,4.66335,4.11636,5.64907
ENSG00000255435,AP001267.3,11,118511910,118531094,antisense,0.233771,1.56941,0.102669,1.20494,0.248966,0.256041,1.6494,1.24034,1.21411
ENSG00000149582,TMEM25,11,118531040,118547280,protein_coding,0.554039,0.453725,0.349157,0.672287,1.13652,1.42856,1.85249,1.19534,0.492657
ENSG00000118096,IFT46,11,118544527,118572970,protein_coding,0.522098,0.53044,0.317476,0.885642,0.914959,1.22325,0.77935,1.27632,1.42781
ENSG00000243431,RPL5P30,11,118560689,118561580,processed_pseudogene,0.487284,-1.45859,0.286582,1.1403,1.17805,0.605763,0.278735,0.5869,0.0
ENSG00000095139,ARCN1,11,118572389,118603033,protein_coding,0.0578287,-0.342404,0.018133,16.4794,22.3649,17.8964,9.92935,13.7085,12.132
ENSG00000207185,RNU6-1157P,11,118593987,118594093,snRNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000019144,PHLDB1,11,118606439,118658031,protein_coding,0.00360518,-0.424451,0.000729394,15.4592,14.6044,16.2931,10.4676,9.44589,7.70513
ENSG00000110367,DDX6,11,118747762,118791164,protein_coding,0.00022532,0.361911,3.38511e-05,27.893,28.485,26.6121,27.2726,28.1761,29.6801
ENSG00000278376,AP004609.3,11,118791253,118793137,lincRNA,0.785668,0.379975,0.622682,1.21339,0.835701,0.286484,0.65911,0.832688,0.950927
ENSG00000186174,BCL9L,11,118893874,118925608,protein_coding,1.14837e-05,0.850003,1.28624e-06,2.28919,2.74235,2.56154,3.80982,3.23383,3.85252
ENSG00000186166,CCDC84,11,118998137,119015793,protein_coding,0.0251076,0.523722,0.00675356,20.4579,16.9499,18.0773,23.3697,21.6844,18.7767
ENSG00000240970,RPL23AP64,11,119003011,119003446,processed_pseudogene,0.463188,1.28257,0.265433,0.583913,1.20648,1.24077,1.71278,2.40427,1.76507
ENSG00000118181,RPS25,11,119015711,119018691,protein_coding,0.0783784,0.133283,0.0261877,1913.17,2146.55,2022.61,1742.07,1954.75,1638.94
ENSG00000196655,TRAPPC4,11,119018431,119025454,protein_coding,0.0009332,-0.427582,0.000161948,51.0806,47.6502,51.7523,33.5071,29.3967,26.4948
ENSG00000283704,AP003392.13,11,119018943,119019012,miRNA,,0.28617,0.927165,3.68119,0.0,0.0,0.0,0.0,3.7092
ENSG00000137700,SLC37A4,11,119024113,119030906,protein_coding,0.000501162,0.690309,8.09025e-05,8.88825,10.3184,8.85929,12.4535,12.0734,11.6334
ENSG00000149428,HYOU1,11,119044187,119057227,protein_coding,9.45678e-05,0.416268,1.29042e-05,25.7676,29.8361,29.3287,32.3288,31.8295,26.4264
ENSG00000271751,AP003392.5,11,119065262,119065677,lincRNA,0.951084,-0.129918,0.896395,1.22411,2.52925,3.9017,2.39376,0.630034,2.46684
ENSG00000272186,AP003392.6,11,119067373,119067698,antisense,0.776929,-0.568762,0.610924,3.90773,2.42225,2.49109,0.764162,0.804504,3.14997
ENSG00000160695,VPS11,11,119067691,119081978,protein_coding,0.809105,-0.134454,0.654816,3.16975,2.98359,3.59225,2.41052,1.95772,2.69704
ENSG00000256269,HMBS,11,119084865,119093549,protein_coding,0.0275558,-0.658965,0.00753472,7.38379,8.43589,7.38352,4.33173,4.82868,2.62587
ENSG00000188486,H2AFX,11,119093853,119095467,protein_coding,2.02184e-05,-0.830381,2.37576e-06,31.7896,32.029,31.2672,17.8494,13.7698,11.1
ENSG00000172269,DPAGT1,11,119096502,119108331,protein_coding,0.0524122,-0.405598,0.0161126,13.7237,12.298,13.0503,8.82208,7.88294,6.87587
ENSG00000172375,C2CD2L,11,119102197,119118544,protein_coding,0.717615,0.142103,0.529098,3.81719,3.88878,4.11195,3.8878,3.71103,2.83126
ENSG00000172273,HINFP,11,119121586,119136044,protein_coding,0.760946,-0.203463,0.591033,1.92426,1.65663,1.9763,1.56788,1.2545,1.03408
ENSG00000160703,NLRX1,11,119166567,119184016,protein_coding,1.82244e-07,4.29819,1.47217e-08,0.0568747,0.0587573,0.181281,1.55707,1.81491,1.26076
ENSG00000110395,CBL,11,119206275,119313926,protein_coding,0.611375,0.153254,0.408971,3.95932,3.84451,3.90779,3.13085,2.65027,4.55626
ENSG00000076706,AP002956.1,11,119308528,119321521,protein_coding,0.342682,-0.871378,0.172979,0.53442,1.89295,1.1356,0.223943,0.471531,0.846194
ENSG00000252119,RF01225,11,119323292,119323409,snoRNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173456,RNF26,11,119334526,119337313,protein_coding,0.020881,-0.707984,0.005454,8.20244,8.75642,7.45598,5.34667,3.94025,2.66312
ENSG00000036672,USP2,11,119355214,119381711,protein_coding,0.668286,0.304632,0.470776,1.47026,1.51893,0.874773,1.84008,1.15022,0.829611
ENSG00000110400,NECTIN1,11,119623407,119729200,protein_coding,1.22723e-08,0.839085,8.30688e-10,6.6424,6.41027,6.33889,9.1392,9.74451,8.85714
ENSG00000199217,RNU6-1123P,11,119656310,119656416,snRNA,,-0.675618,0.868493,0.0,0.0,2.54592,0.0,0.0,0.0
ENSG00000184232,OAF,11,120211031,120230334,protein_coding,0.00518693,-1.50684,0.00109568,4.26706,4.2923,2.62471,0.878348,1.61826,0.678873
ENSG00000181264,TMEM136,11,120325128,120333682,protein_coding,0.728812,-0.208096,0.543597,2.44616,2.05697,1.69234,1.39055,1.28829,1.60497
ENSG00000196914,ARHGEF12,11,120336412,120489937,protein_coding,0.909146,-0.034608,0.818172,4.8294,4.44044,4.51532,3.329,3.65388,3.77127
ENSG00000154114,TBCEL,11,121024071,121090775,protein_coding,0.0211213,0.901592,0.00552368,0.901273,1.13352,1.08247,1.30268,1.8555,1.50039
ENSG00000109929,SC5D,11,121292680,121313410,protein_coding,0.641683,-0.137601,0.440559,4.75673,4.50775,4.78785,3.21719,3.60792,3.38748
ENSG00000137642,SORL1,11,121452313,121633763,protein_coding,1.25755e-10,7.19537,6.65983e-12,0.0214529,0.022163,0.0,1.61513,1.74457,1.81576
ENSG00000154127,UBASH3B,11,122655721,122814473,protein_coding,7.75923e-29,2.41907,1.21905e-30,1.33199,1.29963,1.4938,5.78827,6.2081,5.62945
ENSG00000239079,RF01210,11,122726207,122726311,snoRNA,,1.24794,0.759733,0.0,0.0,0.0,0.0,2.51408,0.0
ENSG00000109944,JHY,11,122882527,122959798,protein_coding,0.488876,-0.390623,0.288097,1.80143,2.85806,1.91395,1.38393,1.52322,1.10205
ENSG00000199709,RNU4-23P,11,122927033,122927173,snRNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109971,HSPA8,11,123057488,123063230,protein_coding,9.19187e-09,-0.3354,6.10746e-10,247.231,254.283,249.725,155.165,165.481,155.094
ENSG00000200879,SNORD14E,11,123058076,123058161,snoRNA,,-1.20913,0.605572,0.0,3.08718,6.34983,0.0,0.0,3.011
ENSG00000207118,SNORD14D,11,123058908,123058995,snoRNA,,1.24794,0.759733,0.0,0.0,0.0,0.0,0.0,2.94178
ENSG00000202252,SNORD14C,11,123059334,123059422,snoRNA,,-2.17084,0.428053,2.88639,0.0,6.13335,0.0,0.0,0.0
ENSG00000166250,CLMP,11,123069871,123195248,protein_coding,1.63748e-12,-1.11015,7.22482e-14,15.3451,15.8009,17.1617,7.15643,5.55975,5.13701
ENSG00000200496,RF00096,11,123301389,123301523,snoRNA,,1.24794,0.759733,0.0,0.0,0.0,0.0,1.95122,0.0
ENSG00000023171,GRAMD1B,11,123358427,123627774,protein_coding,0.157041,-0.488516,0.0619794,1.57988,1.71922,1.45475,1.1534,0.6722,0.870239
ENSG00000166257,SCN3B,11,123629186,123655244,protein_coding,1.74032e-16,7.3779,5.3886600000000015e-18,0.076254,0.0,0.0405085,5.18178,5.21986,5.26315
ENSG00000166261,ZNF202,11,123723913,123741675,protein_coding,0.320114,0.379986,0.157017,2.52793,2.72516,2.33551,2.74037,2.65876,2.4918
ENSG00000154143,PANX3,11,124611489,124620356,protein_coding,7.91083e-31,-1.01604,1.13411e-32,184.064,211.093,208.836,84.4727,84.5405,69.7028
ENSG00000154144,TBRG1,11,124622835,124635926,protein_coding,0.982198,-0.00545282,0.963711,15.2579,14.9978,14.9518,11.6838,12.0465,12.2395
ENSG00000110013,SIAE,11,124633112,124695707,protein_coding,1.70936e-13,2.22931,6.78267e-15,0.938222,0.793046,0.996825,3.75281,3.55584,2.92203
ENSG00000200278,RNA5SP352,11,124636458,124636592,rRNA_pseudogene,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000064199,SPA17,11,124673797,124697518,protein_coding,0.374824,-0.373407,0.196147,2.59342,2.46912,3.24165,1.54133,1.67504,1.89582
ENSG00000154146,NRGN,11,124739941,124747210,protein_coding,0.531806,-0.214289,0.327209,16.752,20.1188,21.1356,13.9225,15.0886,10.9717
ENSG00000149564,ESAM,11,124752582,124762290,protein_coding,0.42927,-0.973848,0.237903,1.31403,1.08602,0.837665,0.12848,0.81158,0.397209
ENSG00000250073,AP000866.2,11,124759128,124765936,antisense,0.936839,0.0985619,0.869133,1.81666,2.72988,0.877333,1.77626,1.36002,1.49767
ENSG00000120458,MSANTD2,11,124766497,124800673,protein_coding,0.325764,0.5362,0.16092,1.16663,1.607,1.51495,1.26743,1.86808,1.82857
ENSG00000165478,HEPACAM,11,124919204,124936412,protein_coding,1.43461e-05,6.35146,1.64347e-06,0.0,0.0,0.0,0.847095,1.21611,0.872957
ENSG00000149548,CCDC15,11,124954120,125041489,protein_coding,0.847899,0.106426,0.715624,2.5879,2.87408,3.0245,2.08753,2.53073,2.67278
ENSG00000150433,TMEM218,11,125096544,125111763,protein_coding,0.964744,0.0249134,0.925146,5.40873,5.58777,6.0781,5.18673,4.81813,3.87781
ENSG00000149547,EI24,11,125569279,125584684,protein_coding,6.46972e-143,1.74603,8.04692e-146,83.1755,79.6671,79.3553,211.337,221.246,216.474
ENSG00000222297,RNU6-1156P,11,125574718,125574818,snRNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134910,STT3A,11,125591711,125625215,protein_coding,0.0903772,-0.230241,0.0311611,24.3051,24.4645,23.986,18.1286,15.1301,16.2137
ENSG00000149554,CHEK1,11,125625135,125676255,protein_coding,5.51429e-05,-0.725354,7.11486e-06,9.9579,13.0552,11.4392,5.09061,5.56749,5.95909
ENSG00000198331,HYLS1,11,125883613,125900648,protein_coding,0.34778,-0.313116,0.176303,6.35217,6.64994,7.6488,4.47184,4.62074,4.18167
ENSG00000110060,PUS3,11,125893484,125903221,protein_coding,0.0375872,-0.560941,0.01091,12.5106,11.8803,13.292,7.04284,7.67481,5.72989
ENSG00000064309,CDON,11,125955795,126063335,protein_coding,0.766081,-0.140924,0.597372,1.71325,1.39451,1.46173,1.14214,0.988673,1.17701
ENSG00000254759,NAP1L1P1,11,126067538,126068601,processed_pseudogene,0.336557,0.508584,0.168411,5.49582,4.44345,7.87008,6.07448,6.39517,7.70454
ENSG00000165526,RPUSD4,11,126202095,126211692,protein_coding,0.00348688,-0.558942,0.000703265,19.4297,18.8183,20.1057,8.90508,11.8753,10.9104
ENSG00000197798,FAM118B,11,126211723,126262984,protein_coding,0.194488,-0.397521,0.0810322,8.61214,10.3993,10.8137,6.12407,6.79277,5.18407
ENSG00000222067,RNU4-86P,11,126214259,126214478,snRNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240098,RN7SL351P,11,126245034,126245282,misc_RNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182934,SRPRA,11,126262937,126269144,protein_coding,0.739715,-0.0866828,0.561483,14.7128,19.0425,19.4958,13.739,13.9538,12.3262
ENSG00000110074,FOXRED1,11,126269054,126278131,protein_coding,0.742398,-0.150166,0.567363,6.065,8.52144,7.60372,5.33709,5.86858,4.7667
ENSG00000150455,TIRAP,11,126283064,126298845,protein_coding,0.705234,0.443897,0.514014,0.59695,0.41114,1.37418,0.972788,1.22897,0.400995
ENSG00000255062,AP001318.2,11,126294297,126304318,antisense,0.713594,-0.372659,0.523657,6.46111,2.50312,8.1518,3.55354,2.90977,4.06892
ENSG00000110063,DCPS,11,126304059,126350005,protein_coding,0.966841,0.0234755,0.929152,2.53748,2.22826,2.33652,2.23294,1.78489,1.74714
ENSG00000280832,GSEC,11,126340888,126355587,antisense,0.987731,-0.0158637,0.975144,0.750477,1.19822,1.0873,0.8672,0.912982,0.618699
ENSG00000110080,ST3GAL4,11,126355639,126440344,protein_coding,4.13631e-05,1.08474,5.1934e-06,3.14642,3.25058,3.72284,6.15288,6.25688,4.75555
ENSG00000254607,AP001783.1,11,126652851,126682104,antisense,0.0821904,-1.93583,0.0276858,5.74902,4.31951,4.99755,1.02203,1.07598,1.05323
ENSG00000254612,AP001000.1,11,127940912,127941654,processed_pseudogene,,2.16014,0.313777,0.342321,0.0,0.0,0.334707,1.05713,0.0
ENSG00000134954,ETS1,11,128458760,128587558,protein_coding,0.070562,-0.463997,0.0230541,4.31526,5.29676,4.99335,2.6736,3.21057,2.58303
ENSG00000151702,FLI1,11,128686534,128813267,protein_coding,0.116864,0.925063,0.0428568,0.616102,0.86795,0.714093,0.930981,1.09544,1.29802
